Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name,Latitude,Longitude
1,2004,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,2,Alameda,35.1880598884,-106.646949118
1,2004,Thysanoptera,INTT,1080000,0,1,8,0,1,Alameda,35.1880598884,-106.646949118
1,2004,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2004,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2005,Acari,ARACA,5020000,0,5,2,0,5,Alameda,35.1880598884,-106.646949118
1,2005,Araneae,ARARA,5010000,0,5,1,0,6,Alameda,35.1880598884,-106.646949118
1,2005,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,17,Alameda,35.1880598884,-106.646949118
1,2005,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,1,Alameda,35.1880598884,-106.646949118
1,2005,Calathus opaculus,CACALOPA,1025503,55,1,2,3,11,Alameda,35.1880598884,-106.646949118
1,2005,Coleoptera,INCO,1020000,0,1,2,0,2,Alameda,35.1880598884,-106.646949118
1,2005,Collembola,INCL,1040000,0,1,4,0,333,Alameda,35.1880598884,-106.646949118
1,2005,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,8,Alameda,35.1880598884,-106.646949118
1,2005,Curculionidae,INCOCUR,1023100,31,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,1,Alameda,35.1880598884,-106.646949118
1,2005,Dermestidae larva,CODERLAR,1020701,7,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2005,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,2,Alameda,35.1880598884,-106.646949118
1,2005,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Alameda,35.1880598884,-106.646949118
1,2005,Formica sp.,FOFOM,1111309,13,1,11,9,3,Alameda,35.1880598884,-106.646949118
1,2005,Formicidae,INHYFOR,1111300,13,1,11,0,4,Alameda,35.1880598884,-106.646949118
1,2005,Gryllidae,INORGRY,1193700,37,1,19,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Hemiptera,INHE,1750000,0,1,75,0,4,Alameda,35.1880598884,-106.646949118
1,2005,Hoplia sp.,SCHOP,1020408,4,1,2,8,1,Alameda,35.1880598884,-106.646949118
1,2005,Insecta,IN,1000000,0,1,0,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Insecta larva,INLA,1000001,0,1,0,1,8,Alameda,35.1880598884,-106.646949118
1,2005,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2,Alameda,35.1880598884,-106.646949118
1,2005,Leptothorax sp.,FOLEP,1111306,13,1,11,6,3,Alameda,35.1880598884,-106.646949118
1,2005,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,2,Alameda,35.1880598884,-106.646949118
1,2005,Poecilus sp.,CAPOE,1025528,55,1,2,28,3,Alameda,35.1880598884,-106.646949118
1,2005,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,1,Alameda,35.1880598884,-106.646949118
1,2005,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Psocoptera,INPS,1220000,0,1,22,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Sciaridae,INDISCI,1060500,5,1,6,0,1,Alameda,35.1880598884,-106.646949118
1,2005,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Alameda,35.1880598884,-106.646949118
1,2005,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2005,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2006,Acari,ARACA,5020000,0,5,2,0,4,Alameda,35.1880598884,-106.646949118
1,2006,Amara sp.,CAAMA,1025505,55,1,2,5,1,Alameda,35.1880598884,-106.646949118
1,2006,Araneae,ARARA,5010000,0,5,1,0,6,Alameda,35.1880598884,-106.646949118
1,2006,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,51,Alameda,35.1880598884,-106.646949118
1,2006,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4,Alameda,35.1880598884,-106.646949118
1,2006,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6,Alameda,35.1880598884,-106.646949118
1,2006,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,3,Alameda,35.1880598884,-106.646949118
1,2006,Coleoptera,INCO,1020000,0,1,2,0,10,Alameda,35.1880598884,-106.646949118
1,2006,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2006,Collembola,INCL,1040000,0,1,4,0,17,Alameda,35.1880598884,-106.646949118
1,2006,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,6,Alameda,35.1880598884,-106.646949118
1,2006,Curculionidae,INCOCUR,1023100,31,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,2,Alameda,35.1880598884,-106.646949118
1,2006,Diptera,INDI,1060000,0,1,6,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Elateridae,INCOELA,1020500,5,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Alameda,35.1880598884,-106.646949118
1,2006,Formicidae,INHYFOR,1111300,13,1,11,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Gryllidae,INORGRY,1193700,37,1,19,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Hemiptera,INHE,1750000,0,1,75,0,5,Alameda,35.1880598884,-106.646949118
1,2006,Hymenoptera,INHY,1110000,0,1,11,0,2,Alameda,35.1880598884,-106.646949118
1,2006,Insecta larva,INLA,1000001,0,1,0,1,1,Alameda,35.1880598884,-106.646949118
1,2006,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2,Alameda,35.1880598884,-106.646949118
1,2006,Lepismatidae,INZYLEP,1420200,2,1,42,0,5,Alameda,35.1880598884,-106.646949118
1,2006,Monomorium sp.,FOMON,1111343,13,1,11,43,3,Alameda,35.1880598884,-106.646949118
1,2006,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,6,Alameda,35.1880598884,-106.646949118
1,2006,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2,Alameda,35.1880598884,-106.646949118
1,2006,Solenopsis sp.,FOSOL,1111305,13,1,11,5,5,Alameda,35.1880598884,-106.646949118
1,2006,Staphylinidae,INCOSTA,1021700,17,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2006,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,1,Alameda,35.1880598884,-106.646949118
1,2006,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2006,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2007,Acari,ARACA,5020000,0,5,2,0,4,Alameda,35.1880598884,-106.646949118
1,2007,Araneae,ARARA,5010000,0,5,1,0,4,Alameda,35.1880598884,-106.646949118
1,2007,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,109,Alameda,35.1880598884,-106.646949118
1,2007,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4,Alameda,35.1880598884,-106.646949118
1,2007,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Alameda,35.1880598884,-106.646949118
1,2007,Calathus opaculus,CACALOPA,1025503,55,1,2,3,14,Alameda,35.1880598884,-106.646949118
1,2007,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Alameda,35.1880598884,-106.646949118
1,2007,Carabidae,INCOCAR,1025500,55,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2007,Chilopoda,CH,2000000,0,2,0,0,4,Alameda,35.1880598884,-106.646949118
1,2007,Coleoptera,INCO,1020000,0,1,2,0,3,Alameda,35.1880598884,-106.646949118
1,2007,Collembola,INCL,1040000,0,1,4,0,1,Alameda,35.1880598884,-106.646949118
1,2007,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Alameda,35.1880598884,-106.646949118
1,2007,Curculionidae,INCOCUR,1023100,31,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2007,Dermestidae larva,CODERLAR,1020701,7,1,2,1,2,Alameda,35.1880598884,-106.646949118
1,2007,Diplopoda,DI,7000000,0,7,0,0,1,Alameda,35.1880598884,-106.646949118
1,2007,Diptera,INDI,1060000,0,1,6,0,6,Alameda,35.1880598884,-106.646949118
1,2007,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1,Alameda,35.1880598884,-106.646949118
1,2007,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118
1,2007,Formicinae,FOFON,1111349,13,1,11,49,7,Alameda,35.1880598884,-106.646949118
1,2007,Gryllidae,INORGRY,1193700,37,1,19,0,2,Alameda,35.1880598884,-106.646949118
1,2007,Harpalus sp.,CAHAR,1025530,55,1,2,30,1,Alameda,35.1880598884,-106.646949118
1,2007,Hemiptera,INHE,1750000,0,1,75,0,16,Alameda,35.1880598884,-106.646949118
1,2007,Insecta,IN,1000000,0,1,0,0,6,Alameda,35.1880598884,-106.646949118
1,2007,Insecta larva,INLA,1000001,0,1,0,1,1,Alameda,35.1880598884,-106.646949118
1,2007,Lasius sp.,FOLAS,1111310,13,1,11,10,1,Alameda,35.1880598884,-106.646949118
1,2007,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2,Alameda,35.1880598884,-106.646949118
1,2007,Lepismatidae,INZYLEP,1420200,2,1,42,0,6,Alameda,35.1880598884,-106.646949118
1,2007,Monomorium sp.,FOMON,1111343,13,1,11,43,24,Alameda,35.1880598884,-106.646949118
1,2007,Orthoptera,INOR,1190000,0,1,19,0,19,Alameda,35.1880598884,-106.646949118
1,2007,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1,Alameda,35.1880598884,-106.646949118
1,2007,Pheidole sp.,FOPHE,1111314,13,1,11,14,1,Alameda,35.1880598884,-106.646949118
1,2007,Polyxenida,DIPOX,7030000,0,7,3,0,1,Alameda,35.1880598884,-106.646949118
1,2007,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2,Alameda,35.1880598884,-106.646949118
1,2007,Solenopsis sp.,FOSOL,1111305,13,1,11,5,8,Alameda,35.1880598884,-106.646949118
1,2007,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2007,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2008,Acari,ARACA,5020000,0,5,2,0,9,Alameda,35.1880598884,-106.646949118
1,2008,Araneae,ARARA,5010000,0,5,1,0,8,Alameda,35.1880598884,-106.646949118
1,2008,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,104,Alameda,35.1880598884,-106.646949118
1,2008,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,9,Alameda,35.1880598884,-106.646949118
1,2008,Calathus opaculus,CACALOPA,1025503,55,1,2,3,3,Alameda,35.1880598884,-106.646949118
1,2008,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Alameda,35.1880598884,-106.646949118
1,2008,Coleoptera,INCO,1020000,0,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2008,Collembola,INCL,1040000,0,1,4,0,1,Alameda,35.1880598884,-106.646949118
1,2008,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,9,Alameda,35.1880598884,-106.646949118
1,2008,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Alameda,35.1880598884,-106.646949118
1,2008,Dermestidae larva,CODERLAR,1020701,7,1,2,1,7,Alameda,35.1880598884,-106.646949118
1,2008,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,24,Alameda,35.1880598884,-106.646949118
1,2008,Elateridae,INCOELA,1020500,5,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2008,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118
1,2008,Formica sp.,FOFOM,1111309,13,1,11,9,6,Alameda,35.1880598884,-106.646949118
1,2008,Formicinae,FOFON,1111349,13,1,11,49,1,Alameda,35.1880598884,-106.646949118
1,2008,Gryllidae,INORGRY,1193700,37,1,19,0,3,Alameda,35.1880598884,-106.646949118
1,2008,Hemiptera,INHE,1750000,0,1,75,0,9,Alameda,35.1880598884,-106.646949118
1,2008,Hymenoptera,INHY,1110000,0,1,11,0,2,Alameda,35.1880598884,-106.646949118
1,2008,Insecta,IN,1000000,0,1,0,0,2,Alameda,35.1880598884,-106.646949118
1,2008,Insecta larva,INLA,1000001,0,1,0,1,1,Alameda,35.1880598884,-106.646949118
1,2008,Lasius sp.,FOLAS,1111310,13,1,11,10,4,Alameda,35.1880598884,-106.646949118
1,2008,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,4,Alameda,35.1880598884,-106.646949118
1,2008,Lepismatidae,INZYLEP,1420200,2,1,42,0,13,Alameda,35.1880598884,-106.646949118
1,2008,Lycosidae,ARARALYC,5012400,24,5,1,0,2,Alameda,35.1880598884,-106.646949118
1,2008,Monomorium sp.,FOMON,1111343,13,1,11,43,32,Alameda,35.1880598884,-106.646949118
1,2008,Myrmicinae,FOMYR,1111313,13,1,11,13,4,Alameda,35.1880598884,-106.646949118
1,2008,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,4,Alameda,35.1880598884,-106.646949118
1,2008,Pheidole sp.,FOPHE,1111314,13,1,11,14,3,Alameda,35.1880598884,-106.646949118
1,2008,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,10,Alameda,35.1880598884,-106.646949118
1,2008,Porcellio laevis,PORLAE,6020101,1,6,2,1,1,Alameda,35.1880598884,-106.646949118
1,2008,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3,Alameda,35.1880598884,-106.646949118
1,2008,Scarites sp.,CASCA,1025501,55,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2008,Solenopsis sp.,FOSOL,1111305,13,1,11,5,5,Alameda,35.1880598884,-106.646949118
1,2008,Trox sp.,COTROTRO,1029603,96,1,2,3,1,Alameda,35.1880598884,-106.646949118
1,2008,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2009,Acari,ARACA,5020000,0,5,2,0,10,Alameda,35.1880598884,-106.646949118
1,2009,Araneae,ARARA,5010000,0,5,1,0,7,Alameda,35.1880598884,-106.646949118
1,2009,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,42,Alameda,35.1880598884,-106.646949118
1,2009,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,5,Alameda,35.1880598884,-106.646949118
1,2009,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Alameda,35.1880598884,-106.646949118
1,2009,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1,Alameda,35.1880598884,-106.646949118
1,2009,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Alameda,35.1880598884,-106.646949118
1,2009,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3,Alameda,35.1880598884,-106.646949118
1,2009,Collembola,INCL,1040000,0,1,4,0,3,Alameda,35.1880598884,-106.646949118
1,2009,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,10,Alameda,35.1880598884,-106.646949118
1,2009,Culicidae,INDICUL,1060400,4,1,6,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Dermestidae larva,CODERLAR,1020701,7,1,2,1,3,Alameda,35.1880598884,-106.646949118
1,2009,Diptera,INDI,1060000,0,1,6,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,2,Alameda,35.1880598884,-106.646949118
1,2009,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1,Alameda,35.1880598884,-106.646949118
1,2009,Elateridae,INCOELA,1020500,5,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118
1,2009,Formicinae,FOFON,1111349,13,1,11,49,4,Alameda,35.1880598884,-106.646949118
1,2009,Gryllidae,INORGRY,1193700,37,1,19,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Hemiptera,INHE,1750000,0,1,75,0,6,Alameda,35.1880598884,-106.646949118
1,2009,Insecta,IN,1000000,0,1,0,0,3,Alameda,35.1880598884,-106.646949118
1,2009,Insecta larva,INLA,1000001,0,1,0,1,4,Alameda,35.1880598884,-106.646949118
1,2009,Lepismatidae,INZYLEP,1420200,2,1,42,0,8,Alameda,35.1880598884,-106.646949118
1,2009,Mantodea,INMA,1780000,0,1,78,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Monomorium sp.,FOMON,1111343,13,1,11,43,38,Alameda,35.1880598884,-106.646949118
1,2009,Mutillidae,INHYMUT,1111900,19,1,11,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,1,Alameda,35.1880598884,-106.646949118
1,2009,Myrmicinae,FOMYR,1111313,13,1,11,13,6,Alameda,35.1880598884,-106.646949118
1,2009,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,5,Alameda,35.1880598884,-106.646949118
1,2009,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,2,Alameda,35.1880598884,-106.646949118
1,2009,Polyxenida,DIPOX,7030000,0,7,3,0,6,Alameda,35.1880598884,-106.646949118
1,2009,Porcellio laevis,PORLAE,6020101,1,6,2,1,2,Alameda,35.1880598884,-106.646949118
1,2009,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4,Alameda,35.1880598884,-106.646949118
1,2009,Scarabaeidae,INCOSCA,1020400,4,1,2,0,4,Alameda,35.1880598884,-106.646949118
1,2009,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3,Alameda,35.1880598884,-106.646949118
1,2009,Solifugae,ARSOL,5040000,0,5,4,0,2,Alameda,35.1880598884,-106.646949118
1,2009,Staphylinidae,INCOSTA,1021700,17,1,2,0,2,Alameda,35.1880598884,-106.646949118
1,2009,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2010,Acari,ARACA,5020000,0,5,2,0,5,Alameda,35.1880598884,-106.646949118
1,2010,Amblyopone sp.,FOAMB,1111350,13,1,11,50,13,Alameda,35.1880598884,-106.646949118
1,2010,Araneae,ARARA,5010000,0,5,1,0,6,Alameda,35.1880598884,-106.646949118
1,2010,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,55,Alameda,35.1880598884,-106.646949118
1,2010,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10,Alameda,35.1880598884,-106.646949118
1,2010,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Alameda,35.1880598884,-106.646949118
1,2010,Calathus opaculus,CACALOPA,1025503,55,1,2,3,2,Alameda,35.1880598884,-106.646949118
1,2010,Camponotus sp.,FOCAM,1111344,13,1,11,44,2,Alameda,35.1880598884,-106.646949118
1,2010,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Alameda,35.1880598884,-106.646949118
1,2010,Collembola,INCL,1040000,0,1,4,0,1,Alameda,35.1880598884,-106.646949118
1,2010,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1,Alameda,35.1880598884,-106.646949118
1,2010,Curculionidae,INCOCUR,1023100,31,1,2,0,5,Alameda,35.1880598884,-106.646949118
1,2010,Dermestidae larva,CODERLAR,1020701,7,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2010,Diptera,INDI,1060000,0,1,6,0,1,Alameda,35.1880598884,-106.646949118
1,2010,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,3,Alameda,35.1880598884,-106.646949118
1,2010,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3,Alameda,35.1880598884,-106.646949118
1,2010,Formica sp.,FOFOM,1111309,13,1,11,9,1,Alameda,35.1880598884,-106.646949118
1,2010,Formicidae,INHYFOR,1111300,13,1,11,0,1,Alameda,35.1880598884,-106.646949118
1,2010,Gryllidae,INORGRY,1193700,37,1,19,0,2,Alameda,35.1880598884,-106.646949118
1,2010,Hemiptera,INHE,1750000,0,1,75,0,6,Alameda,35.1880598884,-106.646949118
1,2010,Hymenoptera,INHY,1110000,0,1,11,0,3,Alameda,35.1880598884,-106.646949118
1,2010,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3,Alameda,35.1880598884,-106.646949118
1,2010,Lepismatidae,INZYLEP,1420200,2,1,42,0,14,Alameda,35.1880598884,-106.646949118
1,2010,Lycosidae,ARARALYC,5012400,24,5,1,0,2,Alameda,35.1880598884,-106.646949118
1,2010,Monomorium sp.,FOMON,1111343,13,1,11,43,78,Alameda,35.1880598884,-106.646949118
1,2010,Mutillidae,INHYMUT,1111900,19,1,11,0,3,Alameda,35.1880598884,-106.646949118
1,2010,Myrmicinae,FOMYR,1111313,13,1,11,13,4,Alameda,35.1880598884,-106.646949118
1,2010,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,8,Alameda,35.1880598884,-106.646949118
1,2010,Oribatida,ARACAORI,5020100,1,5,2,0,3,Alameda,35.1880598884,-106.646949118
1,2010,Pasimachus sp.,CAPAS,1025543,55,1,2,43,1,Alameda,35.1880598884,-106.646949118
1,2010,Polyxenida,DIPOX,7030000,0,7,3,0,2,Alameda,35.1880598884,-106.646949118
1,2010,Porcellio laevis,PORLAE,6020101,1,6,2,1,2,Alameda,35.1880598884,-106.646949118
1,2010,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4,Alameda,35.1880598884,-106.646949118
1,2010,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2,Alameda,35.1880598884,-106.646949118
1,2010,Solenopsis sp.,FOSOL,1111305,13,1,11,5,10,Alameda,35.1880598884,-106.646949118
1,2010,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,1,Alameda,35.1880598884,-106.646949118
1,2010,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,9,Alameda,35.1880598884,-106.646949118
1,2010,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2011,Acari,ARACA,5020000,0,5,2,0,11,Alameda,35.1880598884,-106.646949118
1,2011,Amblyopone sp.,FOAMB,1111350,13,1,11,50,2,Alameda,35.1880598884,-106.646949118
1,2011,Araneae,ARARA,5010000,0,5,1,0,6,Alameda,35.1880598884,-106.646949118
1,2011,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,6,Alameda,35.1880598884,-106.646949118
1,2011,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,5,Alameda,35.1880598884,-106.646949118
1,2011,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,2,Alameda,35.1880598884,-106.646949118
1,2011,Coleoptera,INCO,1020000,0,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2011,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2011,Collembola,INCL,1040000,0,1,4,0,8,Alameda,35.1880598884,-106.646949118
1,2011,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,8,Alameda,35.1880598884,-106.646949118
1,2011,Curculionidae,INCOCUR,1023100,31,1,2,0,4,Alameda,35.1880598884,-106.646949118
1,2011,Dermestidae larva,CODERLAR,1020701,7,1,2,1,4,Alameda,35.1880598884,-106.646949118
1,2011,Diptera,INDI,1060000,0,1,6,0,4,Alameda,35.1880598884,-106.646949118
1,2011,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,2,Alameda,35.1880598884,-106.646949118
1,2011,Elateridae,INCOELA,1020500,5,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2011,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,4,Alameda,35.1880598884,-106.646949118
1,2011,Formica sp.,FOFOM,1111309,13,1,11,9,2,Alameda,35.1880598884,-106.646949118
1,2011,Formicidae,INHYFOR,1111300,13,1,11,0,2,Alameda,35.1880598884,-106.646949118
1,2011,Formicinae,FOFON,1111349,13,1,11,49,1,Alameda,35.1880598884,-106.646949118
1,2011,Gryllidae,INORGRY,1193700,37,1,19,0,1,Alameda,35.1880598884,-106.646949118
1,2011,Hemiptera,INHE,1750000,0,1,75,0,9,Alameda,35.1880598884,-106.646949118
1,2011,Hymenoptera,INHY,1110000,0,1,11,0,2,Alameda,35.1880598884,-106.646949118
1,2011,Insecta,IN,1000000,0,1,0,0,1,Alameda,35.1880598884,-106.646949118
1,2011,Insecta larva,INLA,1000001,0,1,0,1,5,Alameda,35.1880598884,-106.646949118
1,2011,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,5,Alameda,35.1880598884,-106.646949118
1,2011,Lepismatidae,INZYLEP,1420200,2,1,42,0,20,Alameda,35.1880598884,-106.646949118
1,2011,Monomorium sp.,FOMON,1111343,13,1,11,43,116,Alameda,35.1880598884,-106.646949118
1,2011,Myrmicinae,FOMYR,1111313,13,1,11,13,5,Alameda,35.1880598884,-106.646949118
1,2011,Noctuidae,INLENOC,1090100,1,1,9,0,1,Alameda,35.1880598884,-106.646949118
1,2011,Oribatida,ARACAORI,5020100,1,5,2,0,4,Alameda,35.1880598884,-106.646949118
1,2011,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,3,Alameda,35.1880598884,-106.646949118
1,2011,Pheidole sp.,FOPHE,1111314,13,1,11,14,2,Alameda,35.1880598884,-106.646949118
1,2011,Polyxenida,DIPOX,7030000,0,7,3,0,3,Alameda,35.1880598884,-106.646949118
1,2011,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2,Alameda,35.1880598884,-106.646949118
1,2011,Psocoptera,INPS,1220000,0,1,22,0,2,Alameda,35.1880598884,-106.646949118
1,2011,Solenopsis sp.,FOSOL,1111305,13,1,11,5,5,Alameda,35.1880598884,-106.646949118
1,2011,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,1,Alameda,35.1880598884,-106.646949118
1,2011,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,2,Alameda,35.1880598884,-106.646949118
1,2011,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118
1,2011,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118
1,2012,Acari,ARACA,5020000,0,5,2,0,10,Alameda,35.1880598884,-106.646949118
1,2012,Agelenidae,ARARAAGE,5010100,1,5,1,0,2,Alameda,35.1880598884,-106.646949118
1,2012,Amblyopone sp.,FOAMB,1111350,13,1,11,50,3,Alameda,35.1880598884,-106.646949118
1,2012,Araneae,ARARA,5010000,0,5,1,0,7,Alameda,35.1880598884,-106.646949118
1,2012,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,7,Alameda,35.1880598884,-106.646949118
1,2012,Asidopsis opaca,TEASIOPA,1024645,46,1,2,45,1,Alameda,35.1880598884,-106.646949118
1,2012,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,13,Alameda,35.1880598884,-106.646949118
1,2012,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Alameda,35.1880598884,-106.646949118
1,2012,Carabidae,INCOCAR,1025500,55,1,2,0,1,Alameda,35.1880598884,-106.646949118
1,2012,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Alameda,35.1880598884,-106.646949118
1,2012,Coleoptera,INCO,1020000,0,1,2,0,4,Alameda,35.1880598884,-106.646949118
1,2012,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Alameda,35.1880598884,-106.646949118
1,2012,Collembola,INCL,1040000,0,1,4,0,36,Alameda,35.1880598884,-106.646949118
1,2012,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,7,Alameda,35.1880598884,-106.646949118
