Site name,Year,Month,Mean percent defoliation,Mean percent refoliation,Mean percent brown defoliation,Mean percent yellow defoliation,Mean percent dead canopy,Mean percent flowering,ym_date,Monthly sum TLB adults,Monthly sum TLB early larvae,Monthly sum TLB late larvae,Monthly sum TLB TLB egg masses,Monthly sum Weevil adults,Monthly sum Weevil larvae,Monthly sum Weevil casings,Monthly sum Leafhoppers,Monthly sum Spiders,Monthly sum Lady Bugs,Monthly sum Ants,Site number,Latitude,Longitude
State Land Office,2015,6,3,NA,NA,NA,NA,NA,2015-06-22,2,13,9,1,0,1,1,13,1,0,2,30,34.96785,-106.6856
State Land Office,2015,7,14,NA,NA,NA,NA,NA,2015-07-15,91,14,6,8,5,0,2,9,7,0,3,30,34.96785,-106.6856
State Land Office,2015,8,85,5,NA,NA,NA,NA,2015-08-21,92,3,5,15,7,6,3,79,2,0,1,30,34.96785,-106.6856
State Land Office,2016,5,5,0,NA,NA,NA,NA,2016-05-19,1,0,0,0,0,2,0,1,1,0,0,30,34.96785,-106.6856
State Land Office,2016,6,14,0,NA,NA,NA,NA,2016-06-24,0,2,0,0,0,0,0,3,0,0,3,30,34.96785,-106.6856
State Land Office,2016,7,16,2,NA,NA,NA,NA,2016-07-22,10,4,3,9,0,2,0,83,3,0,9,30,34.96785,-106.6856
State Land Office,2016,8,11,0,NA,NA,NA,NA,2016-08-16,2,3,0,3,1,0,0,151,6,0,8,30,34.96785,-106.6856
State Land Office,2017,5,14,0,6,8,4,NA,2017-05-17,4,0,0,1,2,0,0,7,2,0,6,30,34.96785,-106.6856
State Land Office,2017,6,20,0,10,10,NA,NA,2017-06-19,1,0,1,0,2,0,0,4,0,0,3,30,34.96785,-106.6856
State Land Office,2017,7,26,0,16,10,NA,NA,2017-07-17,46,9,27,2,0,1,0,54,2,0,2,30,34.96785,-106.6856
State Land Office,2017,8,38,0,30,8,NA,NA,2017-08-14,24,25,15,9,5,0,0,79,4,0,8,30,34.96785,-106.6856
Valencia Cleared,2014,5,NA,NA,NA,NA,NA,NA,2014-05-20,2,0,0,0,0,4,0,1,1,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2014,6,NA,NA,NA,NA,NA,NA,2014-06-17,2,0,0,0,2,3,0,12,5,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2014,7,NA,NA,NA,NA,NA,NA,2014-07-15,2,0,0,0,1,0,0,0,1,0,2,15,34.64863444,-106.7391728
Valencia Cleared,2014,8,0.2,NA,NA,NA,NA,NA,2014-08-19,2,5,3,0,1,2,4,17,4,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2015,5,9,NA,NA,NA,NA,NA,2015-05-20,0,0,0,0,2,9,2,2,0,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2015,6,17,NA,NA,NA,NA,NA,2015-06-16,2,6,0,0,11,10,1,18,1,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2015,7,31,NA,NA,NA,NA,NA,2015-07-21,30,1,1,2,48,0,3,30,4,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2015,8,74,NA,NA,NA,NA,NA,2015-08-18,8,3,6,3,12,0,0,59,4,0,7,15,34.64863444,-106.7391728
Valencia Cleared,2016,5,3,0,NA,NA,NA,NA,2016-05-17,4,0,0,0,5,11,2,4,2,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2016,6,7,0,NA,NA,NA,NA,2016-06-21,0,6,29,0,3,12,0,82,2,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2016,7,10,0,NA,NA,NA,NA,2016-07-19,10,88,49,7,6,0,4,45,3,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2016,8,81,0,NA,NA,NA,NA,2016-08-15,87,1,0,1,9,1,3,136,0,0,2,15,34.64863444,-106.7391728
Valencia Cleared,2017,5,0,0,0,0,16,NA,2017-05-16,5,0,0,1,2,2,1,1,3,0,8,15,34.64863444,-106.7391728
Valencia Cleared,2017,6,20,0,18,2,NA,NA,2017-06-21,0,0,12,2,1,1,5,3,1,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2017,7,30,0,26,4,NA,NA,2017-07-19,17,32,5,3,7,0,4,10,3,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2017,8,72,0,64,8,NA,NA,2017-08-17,95,2,3,2,7,1,8,22,1,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2018,5,2,0,0,2,14,NA,2018-05-17,0,2,0,0,0,15,2,10,2,0,2,15,34.64863444,-106.7391728
Valencia Cleared,2018,6,0,20,0,0,8,NA,2018-06-20,3,1,0,0,3,1,10,6,0,0,6,15,34.64863444,-106.7391728
Valencia Cleared,2018,7,6,0,6,0,16,NA,2018-07-19,11,86,140,6,11,0,8,92,3,0,8,15,34.64863444,-106.7391728
Valencia Cleared,2018,8,34,0,34,0,28,NA,2018-08-25,27,5,0,0,6,0,4,17,1,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2019,5,0,2,0,0,18,NA,2019-05-24,0,0,0,0,4,15,6,6,1,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2019,6,0.4,0.4,0.4,0,8.8,NA,2019-06-19,0,0,11,0,0,0,0,81,3,0,6,15,34.64863444,-106.7391728
Valencia Cleared,2019,7,1.2,0.8,0.8,0.4,8,NA,2019-07-16,2,0,0,0,1,2,1,87,5,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2019,8,16,0,8.8,7.2,12.4,NA,2019-08-20,2,3,2,0,5,0,6,748,6,0,8,15,34.64863444,-106.7391728
Valencia Cleared,2020,5,2,0,0,2,10,NA,2020-05-19,0,0,0,0,2,7,6,1,3,0,0,15,34.64863444,-106.7391728
Valencia Cleared,2020,6,16.4,0,8.4,8,14,NA,2020-06-16,0,2,3,0,10,1,6,2,1,0,4,15,34.64863444,-106.7391728
Valencia Cleared,2020,7,32,0,16,16,12,NA,2020-07-21,10,9,40,2,8,0,2,11,5,1,14,15,34.64863444,-106.7391728
Valencia Cleared,2020,8,30,4,12,20,14,NA,2020-08-18,6,1,0,0,4,0,4,9,2,0,8,15,34.64863444,-106.7391728
Valencia Cleared,2021,5,0,0,0,0,24.4,8.8,2021-05-18,0,0,0,0,0,31,56,0,3,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2021,6,1.2,0,0.4,0.8,7.2,58,2021-06-15,0,0,10,0,1,1,2,8,4,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2021,7,23.6,2,20,3.6,20.8,20.4,2021-07-20,11,255,65,0,2,0,0,5,3,0,8,15,34.64863444,-106.7391728
Valencia Cleared,2021,8,78.8,2.8,78,0.8,20.8,4.8,2021-08-17,114,27,10,0,2,0,4,2,3,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2022,5,4.8,0,3.6,1.2,18.8,12.8,2022-05-18,2,0,0,1,0,6,13,4,1,0,9,15,34.64863444,-106.7391728
Valencia Cleared,2022,6,10.4,10,6.8,3.6,14.4,18.8,2022-06-21,1,8,4,0,7,2,18,125,6,0,15,15,34.64863444,-106.7391728
Valencia Cleared,2022,7,22.8,4,6.8,16,24.4,20.4,2022-07-19,2,10,10,0,1,0,2,162,6,0,3,15,34.64863444,-106.7391728
Valencia Cleared,2022,8,40.4,0.4,20,20.4,15.2,14.4,2022-08-16,1,2,1,0,6,0,1,775,2,0,41,15,34.64863444,-106.7391728
Valencia Cleared,2023,5,7.2,0,2.8,4.4,18.4,6.8,2023-05-16,0,0,0,0,2,26,6,2,15,0,14,15,34.64863444,-106.7391728
Valencia Cleared,2023,6,7.2,3.2,2,5.2,14.4,44,2023-06-20,0,0,0,0,11,4,5,9,9,0,28,15,34.64863444,-106.7391728
Valencia Cleared,2023,7,4,0.4,1.2,2.8,18,36.4,2023-07-18,0,0,0,0,2,0,8,6,8,0,6,15,34.64863444,-106.7391728
Valencia Cleared,2023,8,6.4,2.8,3.2,3.2,20,26,2023-08-15,3,0,1,0,1,0,2,47,5,1,13,15,34.64863444,-106.7391728
Valencia Cleared,2024,5,2.4,0,1.6,0.8,20,30.4,2024-05-21,0,0,0,0,4,28,3,47,2,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2024,6,9.6,0,0.8,8.8,13.2,48,2024-06-18,0,0,0,0,2,6,4,47,5,1,0,15,34.64863444,-106.7391728
Valencia Cleared,2024,7,18.4,6.8,8.4,10,20,26,2024-07-16,0,0,3,0,1,0,0,71,10,0,10,15,34.64863444,-106.7391728
Valencia Cleared,2024,8,32,0,20,12,18.4,18,2024-08-20,19,0,0,0,6,0,3,79,4,0,25,15,34.64863444,-106.7391728
Valencia Cleared,2025,5,9.2,0,8.4,0.8,14.8,20.8,2025-05-20,0,0,0,0,1,8,1,0,1,0,1,15,34.64863444,-106.7391728
Valencia Cleared,2025,6,2,0,1.6,0.4,10.8,62,2025-06-17,0,0,0,0,0,0,0,5,3,0,2,15,34.64863444,-106.7391728
Valencia Cleared,2025,7,34,2.8,18,16,16.8,32,2025-07-15,6,1,0,0,3,0,0,11,7,1,12,15,34.64863444,-106.7391728
Valencia Cleared,2025,8,8.8,12.4,3.6,5.2,2,50,2025-08-20,33,0,0,0,0,0,0,22,0,0,7,15,34.64863444,-106.7391728
Valencia Forest,2014,5,NA,NA,NA,NA,NA,NA,2014-05-20,0,0,0,0,0,1,0,0,1,0,0,16,34.64716225,-106.738482
Valencia Forest,2016,5,1,0,NA,NA,NA,NA,2016-05-17,5,0,0,0,0,10,1,1,3,0,1,16,34.64716225,-106.738482
Valencia Forest,2016,6,8,0,NA,NA,NA,NA,2016-06-21,3,2,20,1,3,4,2,10,2,0,0,16,34.64716225,-106.738482
Valencia Forest,2016,7,17,0,NA,NA,NA,NA,2016-07-19,40,26,39,5,7,2,4,35,6,0,0,16,34.64716225,-106.738482
Valencia Forest,2016,8,76,0,NA,NA,NA,NA,2016-08-15,204,0,5,0,13,0,1,141,5,0,2,16,34.64716225,-106.738482
Valencia Forest,2017,5,2,0,0,2,14,NA,2017-05-16,0,0,0,0,1,2,4,1,0,0,0,16,34.64716225,-106.738482
Valencia Forest,2017,6,10,0,8,2,NA,NA,2017-06-21,0,31,6,1,1,2,3,5,0,0,3,16,34.64716225,-106.738482
Valencia Forest,2017,7,36,0,30,6,NA,NA,2017-07-19,36,42,48,17,11,1,11,51,3,0,4,16,34.64716225,-106.738482
Valencia Forest,2017,8,74,0,74,0,NA,NA,2017-08-17,187,0,3,0,5,0,2,41,11,0,0,16,34.64716225,-106.738482
