Year,Site number,Species,cover_total
2004,10,RATA,1.78
2004,10,SAEX,20.52
2004,10,SATR12,0.26
2004,10,SEFL3,8.09
2004,10,SOCA6,1.28
2004,10,SOLID,0.45
2004,10,SPAI,15.17
2004,10,SPAN3,0.44
2004,10,SPCR,0.37
2004,10,TACH2,16.12
2004,10,ULPU,10.34
2004,11,AMBRO,0.28
2004,11,AMFR,1.1
2004,11,ELAN,39.24
2004,11,FOPUP,13.77
2004,11,GUSA2,1.05
2004,11,MACA2,0.02
2004,11,MEOF,14.46
2004,11,PODEW,139.02
2004,11,RATA,1.83
2004,11,RIAU,0.34
2004,11,SAEX,1.59
2004,11,SAGO,12.97
2004,11,SEFL3,0.16
2004,11,SPORO,0.06
2004,11,TACH2,23.85
2004,11,ULPU,30.93
2004,13,AGGI2,1.35
2004,13,AMPS,9.63
2004,13,APCA,0.13
2004,13,BASA4,14.24
2004,13,CAREX,11.05
2004,13,CESP4,0.04
2004,13,CHAMA15,0.09
2004,13,COCA5,9.3
2004,13,ELAN,7.2
2004,13,ELCA4,6.93
2004,13,ELTR7,2.14
2004,13,EQLA,18.04
2004,13,EUOC4,0.96
2004,13,HEAN3,0.05
2004,13,HOJU,0.23
2004,13,JUBA,0.15
2004,13,LASE,0.12
2004,13,LATAP,0.01
2004,13,MACA2,0.06
2004,13,MEOF,7.19
2004,13,MUAS,10.07
2004,13,PAOB,2.19
2004,13,PODEW,10.69
2004,13,SAEX,102.51
2004,13,SATR12,1.26
2004,13,SOCA6,1.38
2004,13,SONU2,3.85
2004,13,SPAI,2.17
2004,13,SPCO4,0.39
2004,13,SPCR,9.19
2004,13,SYPR5,1.58
2004,13,TACH2,5.78
2004,13,ULPU,4.58
2004,13,XAST,5.12
2004,14,AMPS,0.73
2004,14,ANCA10,0.1
2004,14,APCA,0.02
2004,14,BASA4,5.87
2004,14,BASC5,1.19
2004,14,CAREX,2.09
2004,14,DISP,81.15
2004,14,DISP/MUAS,13.58
2004,14,ELAN,98.38
2004,14,ELCA4,0.1
2004,14,ELTR7,1.8
2004,14,EQLA,0.01
2004,14,EUOC4,0.25
2004,14,HOJU,3.88
2004,14,JUBA,8.58
2004,14,LELA2,0.17
2004,14,MUAS,23.51
2004,14,PAOB,2.49
2004,14,PHAU7,0.71
2004,14,PODEW,91.36
2004,14,PRPU,1
2004,14,SAEX,30.91
2004,14,SAGO,0.5
2004,14,SPAI,0.88
2004,14,SPSA3,5.5
2004,14,TACH2,74.35
2004,15,ANCA10,102.31
2004,15,BASC5,17
2004,15,DISP,21.54
2004,15,ELAN,35.96
2004,15,GRASS,0.23
2004,15,HOJU,7.12
2004,15,LYTO,7.38
2004,15,MACA2,0.2
2004,15,MUAS,21.78
2004,15,PODEW,25.48
2004,15,SAEX,2.66
2004,15,SATR12,9.3
2004,15,TACH2,3.1
2004,15,THPO7,14.37
2004,16,ACHY,0.09
2004,16,AMPS,0.13
2004,16,ANCA10,73.36
2004,16,BASC5,0.37
2004,16,DISP,19.47
2004,16,ELAN,97.07
2004,16,GRASS,0.19
2004,16,HOJU,11.91
2004,16,LYTO,1.17
2004,16,MUAS,36.55
2004,16,PAOB,1.05
2004,16,PODEW,101.15
2004,16,SAEX,0.18
2004,16,SAGO,1.1
2004,16,SPAI,2.22
2004,16,TACH2,91.96
2004,16,THPO7,1.05
2004,17,ACHY,1.62
2004,17,AIAL,5.18
2004,17,AMAC2,1.79
2004,17,BASC5,13.52
2004,17,BRINI,3.12
2004,17,CHAL7,0.71
2004,17,CHAMA15,0.77
2004,17,CHENO,17.99
2004,17,COCA5,0.42
2004,17,CONYZ,3.84
2004,17,CRTE4,0.95
2004,17,DAWR2,0.5
2004,17,DIWI2,2.75
2004,17,ELAN,27.02
2004,17,ELEL5,0.35
2004,17,GRASS,0.12
2004,17,HEAN3,8.97
2004,17,HOJU,0.32
2004,17,LASE,0.09
2004,17,MACA2,19.75
2004,17,MELIL,9.73
2004,17,MEOF,0.03
2004,17,PAVI5,0.4
2004,17,PHYSA,0.21
2004,17,PODEW,36.55
2004,17,RIAU,1.36
2004,17,SATR12,103.75
2004,17,SOEL,0.15
2004,17,SONI,1.14
2004,17,SOTR,0.14
2004,17,SPAI,11.69
2004,17,SPCR,3.59
2004,17,SPHAE,0.61
2004,17,TACH2,0.43
2004,18,ANCA10,3.26
2004,18,BASC5,2.74
2004,18,COCA5,1.53
2004,18,ECMUM,1.09
2004,18,ELAN,9.15
2004,18,LASE,2.58
2004,18,MEOF,2.48
2004,18,PODEW,88.85
2004,18,SATR12,0.72
2004,18,TACH2,3.82
2004,19,ANCA10,24.01
2004,19,ELAN,61.23
2004,19,HOJU,0.44
2004,19,LASE,0.03
2004,19,MUAS,0.14
2004,19,PODEW,161.43
2004,19,RIAU,4.66
2004,19,SAGO,5.33
2004,19,TACH2,138.45
2005,1,AMFR,3.4
2005,1,COCA5,2.64
2005,1,ELAN,3.2
2005,1,ELEL5,0.22
2005,1,FOPUP,162.55
2005,1,GUSA2,0.35
2005,1,LASE,0.14
2005,1,MACA2,0.84
2005,1,MEOF,1.53
2005,1,PAVI5,5.13
2005,1,PODEW,193.36
2005,1,SAEX,0.91
2005,1,SPAI,0.22
2005,1,SPAN3,0.54
2005,1,TACH2,0.62
2005,1,ULPU,22.34
2005,2,ACHY,3.85
2005,2,AMFR,1.74
2005,2,ARPU9,0.24
2005,2,ELEL5,40.28
2005,2,GUSA2,17.48
2005,2,MACA2,0.5
2005,2,MEOF,61.57
2005,2,PODEW,165.89
2005,2,SATR12,0.19
2005,2,SPCR,3.95
2005,2,SPORO,0.21
2005,2,STIPA,0.06
2005,3,AMFR,2.31
2005,3,AMPS,1.66
2005,3,ANCA10,155.79
2005,3,APCA,0.94
2005,3,BASA4,1.5
2005,3,CAREX,54.31
2005,3,ELAN,27.59
2005,3,ELCA4,0.78
2005,3,EUOC4,1.58
2005,3,FOPUP,2.5
2005,3,HOJU,2.21
2005,3,MOAL,23.05
2005,3,MUAS,29.67
2005,3,PAVI5,39.06
2005,3,PODEW,144.3
2005,3,RIAU,6.54
2005,3,SAEX,96.12
2005,3,SAGO,9.24
2005,3,ULPU,26.61
2005,4,AMPS,0.41
2005,4,APCA,2.88
2005,4,ARAN7,0.02
2005,4,ASSU2,0.56
2005,4,BRINI,0.05
2005,4,BRJA,0.08
2005,4,CAREX,85.3500000000001
2005,4,COCA5,0.11
2005,4,DISP,5.06
2005,4,ELAN,91.95
2005,4,ELCA4,1.78
2005,4,EQLA,4.20999999999999
2005,4,EUOC4,4.58
2005,4,HOJU,7.7
2005,4,JUBA,0.15
2005,4,MEOF,0.22
2005,4,MINT,0.01
2005,4,MUAS,26.37
2005,4,PAOB,41.1
2005,4,PODEW,135.23
2005,4,SAEX,96.89
2005,4,SPAI,2.3
2005,4,TECA3,0.21
2005,5,COCA5,0.3
2005,5,DISP,0.34
2005,5,ELAN,1.3
2005,5,ELEL5,0.33
2005,5,FOPUP,3.04
2005,5,HOJU,0.18
2005,5,MACA2,0.68
2005,5,MEOF,0.07
2005,5,MUAS,1.16
2005,5,PODEW,272.01
2005,5,SATR12,0.82
2005,6,AIAL,1.41
2005,6,BASC5,61.63
2005,6,BRINI,2.72
2005,6,COAR4,0.02
2005,6,COCA5,2.94
2005,6,CRTE4,0.21
2005,6,ELAN,51.16
2005,6,ELEL5,3.25
2005,6,ERBE2,0.33
2005,6,GLLE3,1.14
2005,6,GRASS,0.2
2005,6,HEAN3,9.63
2005,6,HECI,5.72
2005,6,MACA2,31.05
2005,6,MEOF,11.3
2005,6,PODEW,34
2005,6,RIAU,3.21
2005,6,SAEX,2.58
2005,6,SAGO,1.36
2005,6,SATR12,77.58
2005,6,SELE6,5.9
2005,6,SOEL,0.88
2005,6,SPAI,7.87
2005,6,SPAN3,1.99
2005,6,SPHAE,0.07
2005,6,SPORO,0.15
2005,6,TACH2,26.5
2005,7,ARPU9,0.06
2005,7,BOAR,1.81
2005,7,BOAR/BOBA2,6.83999999999998
2005,7,BOBA2,1.07
2005,7,CHAMA15,0.51
2005,7,DALA3,0.25
2005,7,DIWI2,0.98
2005,7,GUSA2,14.71
2005,7,IPLO2,0.96
2005,7,LYTO,1.31
2005,7,MACA2,2.64
2005,7,MAPIP4,0.11
2005,7,MENTZ,0.15
2005,7,OEPA,0.33
2005,7,PODEW,22
2005,7,PORTU,0.66
2005,7,PSSC6,11.59
2005,7,SEFL3,1.32
2005,7,SPCO4,2.71
2005,7,SPCO4/SPGI,0.35
2005,7,SPCR/SPWR2,1.26
2005,7,SPFL2,1.6
2005,7,SPGI,1.37
2005,7,SPORO,1.5
2005,7,TACH2,26.17
2005,8,AIAL,1.39
2005,8,BASC5,0.03
2005,8,BRINI,0.37
2005,8,COCA5,8.06
2005,8,CYDA,2.13
2005,8,ECMUM,0.09
2005,8,ELCA4,5.58
2005,8,EUOC4,0.53
2005,8,GRASS,0.1
2005,8,HEAN3,0.5
2005,8,HOJU,26.89
2005,8,LASE,3.54
2005,8,MACA2,1.07
2005,8,MEOF,4.03
2005,8,MOAL,13.92
2005,8,PASM,0.89
2005,8,PODEW,175.13
2005,8,SAGO,14.4
2005,8,SATR12,27.77
2005,8,ULPU,3.87
2005,8,XAST,0.12
2005,9,ALTR7,0.15
2005,9,AMPS,11.21
2005,9,APCA,19.93
2005,9,ASOF,1
2005,9,BASA4,1.88
2005,9,BASC5,125.99
2005,9,BRJA,2.2
2005,9,CACA4,2.39
2005,9,CAPE42,1.87
2005,9,CAREX,12.1
2005,9,CHAL7,6.8
2005,9,CHENO,0.01
2005,9,CLCO2,38.5
2005,9,COAR4,0.44
2005,9,COCA5,0.64
2005,9,DISP,8.7
2005,9,ELAN,4.29
2005,9,FOPUP,7.38
2005,9,GAVI2,0.15
2005,9,GLLE3,0.21
2005,9,HEAN3,3.43
2005,9,HOJU,0.74
2005,9,JUBA,0.66
2005,9,JUNCU,0.15
2005,9,JUTO,3.62
2005,9,LATAP,0.11
2005,9,LEOR,1.54
2005,9,MEOF,10.5
2005,9,MUAS,86.78
2005,9,OECU2,0.58
2005,9,OENOT,0.63
2005,9,PASM,0.22
2005,9,PAVI5,1.44
2005,9,PODEW,38.99
2005,9,RHTR,0.19
2005,9,ROPS,4.01
2005,9,ROWO,44.11
2005,9,SAEX,18.64
2005,9,SAGO,0.19
2005,9,SCAM6,3.95
2005,9,SCTA2,0.06
2005,9,SOCA6,0.26
2005,9,SPAN3,0.3
2005,9,SPORO,0.31
2005,9,SYER,7.3
2005,9,SYPR5,6.25
2005,9,TYLA,12.12
2005,9,ULPU,3.65
2005,10,AMFR,1.73
2005,10,AMPS,0.17
2005,10,ARDR4,6.35
2005,10,ARPU9,0.38
2005,10,ASSU2,0.09
2005,10,BASA4,4.09
2005,10,BREUC2,1.5
2005,10,COCA5,0.41
2005,10,ELAN,14.98
2005,10,ERBE2,0.31
2005,10,FOPUP,3.4
2005,10,FORB,0.17
2005,10,FRVE2,4.01
2005,10,GAMO5,0.81
2005,10,GUSA2,1.16
2005,10,MACA2,0.37
2005,10,MEOF,28.8
2005,10,MOAL,2.21
2005,10,MUAS,1.23
2005,10,OPPH,0.69
2005,10,PAVI5,11.44
2005,10,POCO,0.57
2005,10,PODEW,47.35
2005,10,RATA,2.19
2005,10,SAEX,18.38
2005,10,SATR12,0.11
2005,10,SEFL3,2.66
2005,10,SOCA6,3.98
2005,10,SPAI,12.89
2005,10,SPAN3,0.26
2005,10,SPCR,0.09
2005,10,TACH2,12.27
2005,10,ULPU,11.38
2005,10,.,0
2005,11,AMAR2,0.04
2005,11,AMFR,0.84
2005,11,AMPS,0.01
2005,11,CRTE4,0.49
2005,11,ELAN,0.37
2005,11,FOPUP,11.59
2005,11,GRASS,0.07
2005,11,GUSA2,0.47
2005,11,HEAN3,1.03
2005,11,HOJU,0.05
2005,11,MEOF,60.73
2005,11,PIOP,0.1
2005,11,PODEW,158.2
2005,11,RATA,2.13
2005,11,RIAU,0.06
2005,11,SAEX,2.61
2005,11,SAGO,14.02
2005,11,ULPU,4.93
2005,13,AGGI2,0.19
2005,13,AMPS,15.1
2005,13,APCA,0.15
2005,13,BASA4,13.07
2005,13,BRJA,0.19
2005,13,CAREX,6.89
2005,13,CHAMA15,0.11
2005,13,COCA5,3.01
2005,13,CYDA,0.9
2005,13,CYPER,1.04
2005,13,DICOT,0.1
2005,13,DISP,2.34
2005,13,ECMUM,2.73
2005,13,ELAN,13
2005,13,ELCA4,0.05
2005,13,ELTR7,1.46
2005,13,EQLA,10.93
2005,13,ERHY,1.5
2005,13,ERPE,0.8
2005,13,EUOC4,6.12
2005,13,FOPUP,0.95
2005,13,FORB,0.2
2005,13,GRASS,0.13
2005,13,HEAN3,0.02
2005,13,HOJU,0.76
2005,13,MEOF,1.3
2005,13,MUAS,33.6
2005,13,PACA6,1.37
2005,13,PAOB,3.58
2005,13,PODEW,15.42
2005,13,POMO5,0.71
2005,13,POVI9,0.09
2005,13,SAEX,163.67
2005,13,SCHIZ4,4.96
2005,13,SOCA6,1.97
2005,13,SPAI,0.65
2005,13,SPCO4,0.94
2005,13,SPORO,0.75
2005,13,SYMPH4,0.09
2005,13,SYPR5,0.69
2005,13,TACH2,9.69
2005,13,ULPU,3.11
2005,13,XAST,1.72
2005,14,AMPS,0.78
2005,14,ANCA10,0.59
2005,14,BASA4,2.62
2005,14,BASC5,1.04
2005,14,CAREX,4.08
2005,14,CHSP11,0.15
2005,14,DISP,91.51
2005,14,DISP/MUAS,31.03
2005,14,ELAN,131.6
2005,14,ELCA4,0.41
2005,14,ELYMU,0.94
2005,14,EQLA,0.01
2005,14,FOPUP,0.48
2005,14,GRASS,0.75
2005,14,JUBA,15.7
2005,14,MUAS,15.33
2005,14,PHAU7,0.87
2005,14,PODEW,96.85
2005,14,PRPU,0.22
2005,14,SAEX,25.87
2005,14,SAGO,5.7
2005,14,SPORO,0.31
2005,14,SPSA3,3.93
2005,14,TACH2,70.79
2005,15,ANCA10,122
2005,15,BASC5,42.47
2005,15,DISP,24.63
2005,15,ELAN,40.8
2005,15,HOJU,28
2005,15,LYTO,9.2
2005,15,MUAS,33.14
2005,15,PODEW,26.02
2005,15,SAEX,0.65
2005,15,SATR12,15.04
2005,15,TACH2,7.08
2005,15,THPO7,16.73
2005,16,ACHY,0.15
2005,16,ALMA12,0.02
2005,16,AMPS,0.71
2005,16,ANCA10,86.21
2005,16,BASC5,19.09
2005,16,COCA5,0.16
2005,16,DISP,17.4
2005,16,ELAN,87.59
2005,16,HOJU,11.46
2005,16,LASE,0.62
2005,16,LYTO,0.54
2005,16,MUAS,77.14
2005,16,PODEW,97.55
2005,16,SAEX,0.04
2005,16,SAGO,0.4
2005,16,SPAI,2.34
2005,16,TACH2,112.31
2005,16,THPO7,1.93
2005,17,ACHY,1.24
2005,17,AIAL,8.34
2005,17,BASC5,42.18
2005,17,BRINI,5.29
2005,17,CHENO,1.59
2005,17,COCA5,3.58
2005,17,DAWR2,1.01
2005,17,ELAN,28.77
2005,17,HEAN3,3.68
2005,17,HOJU,0.95
2005,17,LASE,1.01
2005,17,MACA2,8.41
2005,17,MEOF,8.29
2005,17,PAVI5,1.4
2005,17,PHHI8,0.16
2005,17,PODEW,34.6
2005,17,RIAU,1.11
2005,17,SAGO,1.63
2005,17,SATR12,41.78
2005,17,SOEL,1.65
2005,17,SONI,0.57
2005,17,SPAI,12.02
2005,17,SPAN3,2.39
2005,17,SPCR,1.7
2005,18,ANCA10,3.74
2005,18,BASC5,25.22
2005,18,COCA5,2.51
2005,18,ECMUM,10.38
2005,18,ELAN,4.64
2005,18,HOJU,0.15
2005,18,LASE,14.84
2005,18,MACA2,0.1
2005,18,MEOF,2.88
2005,18,PODEW,81.9
2005,18,SATR12,2.84
2005,18,SPCR,0.89
2005,18,TACH2,5.49
2005,18,.,0.3
2005,19,ANCA10,25.78
2005,19,ELAN,63.4
2005,19,HOJU,0.85
2005,19,PODEW,172.95
2005,19,RIAU,6.99
2005,19,TACH2,136.38
2005,20,BASC5,3.76
2005,20,CAREX,0.08
2005,20,COCA5,0.34
2005,20,ELAN,24.14
2005,20,HEAN3,1.74
2005,20,MACA2,1.08
2005,20,MEOF,8.87
2005,20,MOAL,14.85
2005,20,PODEW,64.36
2005,20,SAEX,44.72
2005,20,SAGO,2
2005,20,SATR12,10.15
2005,20,TACH2,2.83
2005,20,ULPU,44.71
2006,1,AMFR,1.63
2006,1,AMPS,0.03
2006,1,BOBA2,0.66
2006,1,CHAMA15,5.62
2006,1,DICOT,1.29
2006,1,ELAN,3.48
2006,1,ELEL5,0.44
2006,1,FOPUP,157.06
2006,1,GRASS,0.21
2006,1,GUSA2,0.11
2006,1,HOJU,0.26
2006,1,MEOF,0.28
2006,1,PAVI5,7.21
2006,1,PODEW,183.71
2006,1,SAEX,1.3
2006,1,SEFL3,0.1
2006,1,SPAI,0.7
2006,1,SPAN3,0.14
2006,1,ULPU,2.3
2006,2,ACHY,4.18
2006,2,AMFR,1.91
2006,2,ARPU9,0.81
2006,2,ATCA2,0.28
2006,2,BOBA2,3.25
2006,2,CHAMA15,32.44
2006,2,ELEL5,105.97
2006,2,GRASS,1.34
2006,2,GUSA2,12.41
2006,2,MEOF,8.09
2006,2,MESA,0.51
2006,2,MOSQ,0.23
2006,2,PAOB,2.06
2006,2,PODEW,161.29
2006,2,POOL,0.25
2006,2,SATR12,4.66
2006,2,SEFL3,1.13
2006,2,SPCO4,1.06
2006,2,SPCR,15.95
2006,2,SPORO,1.22
2006,2,.,0.42
2006,3,AMFR,2.98
2006,3,AMPS,0.24
2006,3,ANCA10,148.63
2006,3,APCA,1.1
2006,3,BASA4,0.02
2006,3,CAREX,48.43
2006,3,DISP,0.63
2006,3,ELAN,23.52
2006,3,ELCA4,0.27
2006,3,ELEL5,0.05
2006,3,EUOC4,0.81
2006,3,FOPUP,2.56
2006,3,FORB,0.05
2006,3,HOJU,0.41
2006,3,LONIC,0.51
2006,3,MOAL,17.62
2006,3,MUAS,34.31
2006,3,PAOB,0.21
2006,3,PAVI5,13.64
2006,3,PODEW,125.76
2006,3,RIAU,1.86
2006,3,SAEX,69.56
2006,3,SAGO,13.23
2006,3,ULPU,23.53
2006,4,AGOSE,0.05
2006,4,AMPS,0.59
2006,4,APCA,0.26
2006,4,ARAN7,0.07
2006,4,ASCLE,0.05
2006,4,ASSU2,1.83
2006,4,CAREX,27.09
2006,4,DISP,5.88
2006,4,ELAN,102.45
2006,4,ELCA4,0.1
2006,4,EQLA,5.03999999999999
2006,4,EUOC4,1.92
2006,4,FORB,0.34
2006,4,HOJU,0.13
2006,4,MEOF,0.14
2006,4,MUAS,24.47
2006,4,PAOB,55.12
2006,4,PODEW,154.35
2006,4,SAEX,65.73
2006,4,SAGO,1.25
2006,4,SPAI,2.33
2006,5,ACHY,0.01
2006,5,DISP,3.91
2006,5,ELAN,1.72
2006,5,ELEL5,0.42
2006,5,FOPUP,0.91
2006,5,JUMO,0.03
2006,5,MACA2,4.19
2006,5,MEOF,0.42
2006,5,MUAS,1.02
2006,5,PODEW,268.97
2006,5,SEVI4,0.04
2006,6,AIAL,3.69
2006,6,BASC5,31.94
2006,6,BOAR,0.02
2006,6,BRINI,0.71
2006,6,CHAMA15,2.45
2006,6,COAR4,3.04
2006,6,CRYPT,0.61
2006,6,DICOT,9.44
2006,6,ELAN,61.21
2006,6,ELEL5,2.01
2006,6,FORB,0.58
2006,6,GLLE3,4.22
2006,6,GRASS,1.55
2006,6,HECI,11.98
2006,6,MACA2,6.39
2006,6,MEOF,1.31
2006,6,PODEW,45.09
2006,6,RIAU,2.6
2006,6,SAEX,4.12
2006,6,SAGO,2.28
2006,6,SATR12,53.85
2006,6,SELE6,16.85
2006,6,SETAR,1.2
2006,6,SEVI4,0.41
2006,6,SOEL,9.38
2006,6,SPAI,17.41
2006,6,SPAN3,5.94
2006,6,SPCO4,1.99
2006,6,SPCR,2.95
2006,6,SPORO,0.34
2006,6,TACH2,40.89
2006,7,ALIN,0.08
2006,7,ARPU9,1.27
2006,7,BASC5,0.1
2006,7,BOAR,90.21
2006,7,BOAR/BOBA2,4.58
2006,7,BOBA2,142.94
2006,7,CHAMA15,21.52
2006,7,DALA3,0.74
2006,7,DIWI2,3.2
2006,7,FOPUP,0.87
2006,7,FORB,1.41
2006,7,GRASS,0.2
2006,7,GUSA2,8.09
2006,7,IPLO2,0.23
2006,7,MAPIP4,0.35
2006,7,MOSQ,0.04
2006,7,PACA6,0.03
2006,7,PODEW,18.94
2006,7,POOL,17
2006,7,PORTU,0.3
2006,7,PSSC6,14.84
2006,7,SEFL3,1.24
2006,7,SPCO4,2.13
2006,7,SPCR,0.44
2006,7,SPFL2,2.88
2006,7,SPGI,2.54
2006,7,SPHAE,0.1
2006,7,SPORO,0.88
2006,7,TACH2,28.98
2006,7,TILA2,0.13
2006,7,TRTE,0.07
2006,8,AIAL,2.23
2006,8,AMARA,0.34
2006,8,BASA4,1.06
2006,8,BASC5,0.9
2006,8,BOCU,0.38
2006,8,BOGR2,0.8
2006,8,BRINI,1.39
2006,8,BROMU,8.39
2006,8,COCA5,0.61
2006,8,CYDA,4.43
2006,8,ECMUM,0.26
2006,8,ELAN,0.27
2006,8,ELCA4,2.46
2006,8,ELEL5,4.57
2006,8,ELYMU,1.81
2006,8,ERPE,0.25
2006,8,FORB,0.41
2006,8,GRASS,3.42
2006,8,HOJU,20.51
2006,8,LASE,3.56
2006,8,MACA2,16.94
2006,8,MEOF,11.12
2006,8,MOAL,14.07
2006,8,PACA6,0.51
2006,8,PASM,0.04
2006,8,PODEW,177
2006,8,RIAU,0.56
2006,8,SAGO,8.87
2006,8,SATR12,30.68
2006,8,SCAR,0.1
2006,8,SIIR,6.58
2006,8,SPCR,2.18
2006,8,SPORO,0.28
2006,8,ULPU,5.63
2006,9,AGGI2,1.71
2006,9,AMPS,10.4
2006,9,APCA,19.12
2006,9,ASOF,1.36
2006,9,BASA4,2.24
2006,9,BASC5,118.6
2006,9,CAREX,23.14
2006,9,CHAL7,4.73
2006,9,CHENO,0.14
2006,9,CLCO2,52.76
2006,9,COAR4,2.3
2006,9,DISP,14.33
2006,9,ECMUM,0.56
2006,9,ELAN,3.43
2006,9,ELEOC,1.2
2006,9,EPCI,1.46
2006,9,FOPUP,9.17
2006,9,FORB,2.75
2006,9,GAMO5,0.33
2006,9,GLLE3,0.28
2006,9,GRASS,1.37
2006,9,HEAN3,4.32
2006,9,HOJU,2.18
2006,9,JUBA,13.02
2006,9,LEMNA,0.04
2006,9,MARSI,0.04
2006,9,MEOF,0.21
2006,9,MINT,0.48
2006,9,MUAS,91.18
2006,9,OEELH2,0.69
2006,9,PAVI5,3.58
2006,9,PODEW,40.4
2006,9,POHI6,0.23
2006,9,POMO5,0.3
2006,9,RHTR,0.66
2006,9,ROPS,1.79
2006,9,ROWO,43.36
2006,9,RUMEX,0.29
2006,9,SAEX,20.56
2006,9,SAGO,1.68
2006,9,SCAM6,0.91
2006,9,SCPU10,0.77
2006,9,SPAI,3.3
2006,9,SPAN3,2.92
2006,9,SPHAE,0.92
2006,9,SYER,1.16
2006,9,SYPR5,5.98
2006,9,TYLA,10.51
2006,9,ULPU,1.48
2006,10,APCA,0.05
2006,10,ARDR4,3.36
2006,10,ASSU2,0.26
2006,10,BASA4,3.44
2006,10,BOBA2,1.01
2006,10,BREUC2,5.11
2006,10,CAREX,0.14
2006,10,CHAMA15,45.4
2006,10,CRYPT,1.96
2006,10,CYES,0.28
2006,10,CYPER,0.21
2006,10,DIWI2,0.34
2006,10,ELAN,12.04
2006,10,ELEL5,0.22
2006,10,FOPUP,0.51
2006,10,FORB,1.48
2006,10,GRASS,0.51
2006,10,GUSA2,3.9
2006,10,LASE,0.05
2006,10,MEOF,4.01
2006,10,MOAL,1.67
2006,10,MUAS,7.7
2006,10,PAVI5,19.92
2006,10,PODEW,58.92
2006,10,POOL,0.3
2006,10,PORTU,0.19
2006,10,RATA,1.18
2006,10,SAEX,16.97
2006,10,SEFL3,1.6
2006,10,SOCA6,1.94
2006,10,SPAI,17.3
2006,10,SPAN3,1.77
2006,10,SPCO4,0.38
2006,10,SPCR,0.03
2006,10,SPORO,0.19
2006,10,TACH2,14.12
2006,10,TRTE,0.08
2006,10,ULPU,22.39
2006,11,AMCO3,0.81
2006,11,AMFR,1.06
2006,11,AMHY,0.86
2006,11,AMORP,1.33
2006,11,AMPS,0.13
2006,11,APCA,0.04
2006,11,CHAMA15,4.93
2006,11,CRYPT,0.91
2006,11,DICOT,0.16
2006,11,ELAN,0.14
2006,11,ELEL5,0.12
2006,11,EPHE,0.04
2006,11,FOPUP,10.05
2006,11,GRASS,0.29
2006,11,GUSA2,0.33
2006,11,LASE,0.14
2006,11,MACA2,0.09
2006,11,MEOF,2.6
2006,11,MESA,20.72
2006,11,PEAN,0.44
2006,11,PIOP,2.17
2006,11,PODEW,138.72
2006,11,RATA,4.53
2006,11,RIAU,0.07
2006,11,SAEX,2.74
2006,11,SAGO,11.01
2006,11,SATR12,0.23
2006,11,SPAN3,0.52
2006,11,SPCR,0.12
2006,11,SPORO,1.65
2006,11,TACH2,0.13
2006,11,ULPU,4.2
2006,12,AMFR,0.65
2006,12,AMPS,0.31
2006,12,CHAMA15,0.69
2006,12,CRYPT,0.07
2006,12,CYES,0.89
2006,12,DICOT,0.01
2006,12,ELAN,7.3
2006,12,ELCA4,0.04
2006,12,ELEL5,0.72
2006,12,FOPUP,3.86
2006,12,FORB,0.44
2006,12,GRASS,0.11
2006,12,LASE,0.12
2006,12,MEOF,11.09
2006,12,MESA,6.42
2006,12,MESA/MEOF,0.08
2006,12,MUAS,0.82
2006,12,PAVI5,6.67
2006,12,PODEW,142.61
2006,12,SAEX,0.21
2006,12,SAGO,13.4
2006,12,SARA3,2.61
2006,12,SIIR,1.02
2006,12,SPAI,12
2006,12,TACH2,2.08
2006,12,ULPU,1.9
2006,12,VEBR,0.35
2006,13,AMPS,9.24
2006,13,APCA,0.14
2006,13,BASA4,22.24
2006,13,BOBA2,0.81
2006,13,BRCA6,0.05
2006,13,BROMU,7.03
2006,13,CAREX,4.91
2006,13,CESP4,0.31
2006,13,CHAMA15,23.03
2006,13,COCA5,3.47
2006,13,CYES,0.78
2006,13,DALE3,0.1
2006,13,ECMUM,0.44
2006,13,ELAN,26.24
2006,13,EQLA,6.83
2006,13,ERAGR,1.7
2006,13,ERPE,7.75
2006,13,EUOC4,4.59
2006,13,FORB,1.33
2006,13,GAURA,0.29
2006,13,GRASS,5.09
2006,13,GRSQ,0.04
2006,13,HEAN3,0.4
2006,13,LASE,0.03
2006,13,MEOF,2.95
2006,13,MOSQ,0.05
2006,13,MUAS,24.3
2006,13,OEELH2,0.56
2006,13,PACA6,1.04
2006,13,PAOB,9.86
2006,13,PASPA2,1.56
2006,13,PODEW,27.87
2006,13,POOL,0.04
2006,13,SAEX,147.4
2006,13,SATR12,0.02
2006,13,SOCA6,0.11
2006,13,SONU2,3.13
2006,13,SPCO4,0.92
2006,13,SPCR,9.19
2006,13,SPORO,12.07
2006,13,TACH2,6
2006,13,ULPU,8.1
2006,13,XAST,2.66
2006,14,AMPS,0.07
2006,14,ANCA10,0.22
2006,14,APCA,0.41
2006,14,BASA4,1.18
2006,14,CAREX,6.33
2006,14,DISP,58.14
2006,14,DISP/MUAS,27.43
2006,14,ELAN,135.14
2006,14,EQLA,0.02
2006,14,FOPUP,0.68
2006,14,FORB,0.01
2006,14,GRASS,0.34
2006,14,JUBA,10.19
2006,14,LYCIUM,0.02
2006,14,MUAS,59.28
2006,14,MUAS/DISP,13.23
2006,14,PHAU7,0.54
2006,14,PODEW,98.31
2006,14,PRPU,0.08
2006,14,SAEX,18.38
2006,14,SAGO,1.04
2006,14,SPSA3,1.6
